COMPANY NAME,BSE CODE,NSE SYMBOL,BS LINK
Jyoti Structures,513250,JYOTISTRUC,https://www.business-standard.com/company/jyoti-structures-1196.html
Jyotirgamya Ent.,539246,,https://www.business-standard.com/company/jyotirgamya-ent-66538.html
Udaipur Cement,530131,JKUDYOG,https://www.business-standard.com/company/udaipur-cement-4853.html
ADC India,523411,KRONECOMM,https://www.business-standard.com/company/adc-india-2116.html
Envair Electrody,500246,KIRLOSELEC,https://www.business-standard.com/company/envair-electrody-3521.html
Globus Corp.,531904,KARUNACAB,https://www.business-standard.com/company/globus-corp-14738.html
K A Wires,532581,KAWIRES,https://www.business-standard.com/company/k-a-wires-66378.html
K C P,590066,KCP,https://www.business-standard.com/company/k-c-p-316.html
K C Textiles,502920,,https://www.business-standard.com/company/k-c-textiles-1694.html
K D Trend Wear,780010,,https://www.business-standard.com/company/k-d-trend-wear-44413.html
K Dhandapani &Co,530395,,https://www.business-standard.com/company/k-dhandapani-co-5011.html
K E C Intl.,532714,KEC,https://www.business-standard.com/company/k-e-c-intl-27273.html
K E W Inds.,532758,,https://www.business-standard.com/company/k-e-w-inds-23696.html
K G Denim,500239,KGDENIM,https://www.business-standard.com/company/k-g-denim-3070.html
K J Intl.,519548,KJINTL,https://www.business-standard.com/company/k-j-intl-4427.html
K K Fincorp,503669,,https://www.business-standard.com/company/k-k-fincorp-1300.html
K P I Global Inf,542323,,https://www.business-standard.com/company/k-p-i-global-inf-73584.html
K P R Mill Ltd,532889,KPRMILL,https://www.business-standard.com/company/k-p-r-mill-ltd-28009.html
K R M Intl.,526055,,https://www.business-standard.com/company/k-r-m-intl-3040.html
K S Oils,526209,KSOILS,https://www.business-standard.com/company/k-s-oils-3226.html
K Z Leasing,511728,,https://www.business-standard.com/company/k-z-leasing-4680.html
K&R Rail,514360,,https://www.business-standard.com/company/k-r-rail-3643.html
K-Lifestyle,514221,SHREEKRPOL,https://www.business-standard.com/company/k-lifestyle-2778.html
K.P. Energy,539686,,https://www.business-standard.com/company/k-p-energy-67194.html
Kaarya Facilit.,540756,,https://www.business-standard.com/company/kaarya-facilit-71637.html
Kaashyap Tech.,532283,,https://www.business-standard.com/company/kaashyap-tech-8015.html
Kabra Agro Inds.,519010,,https://www.business-standard.com/company/kabra-agro-inds-671.html
Kabra Commercial,539393,,https://www.business-standard.com/company/kabra-commercial-24710.html
Kabra Drugs,524322,,https://www.business-standard.com/company/kabra-drugs-2908.html
Kabra Extrusion,524109,KABRAEXTRU,https://www.business-standard.com/company/kabra-extrusion-1227.html
Kabsons Inds.,524675,,https://www.business-standard.com/company/kabsons-inds-4189.html
Kachchh Minerals,531778,,https://www.business-standard.com/company/kachchh-minerals-14853.html
Kailash Auto Fin,511357,,https://www.business-standard.com/company/kailash-auto-fin-3106.html
Kaira Can,504840,,https://www.business-standard.com/company/kaira-can-918.html
Kaiser Corporat.,531780,,https://www.business-standard.com/company/kaiser-corporat-7201.html
Kajal Syn & Silk,512147,,https://www.business-standard.com/company/kajal-syn-silk-1716.html
Kajaria Ceramics,500233,KAJARIACER,https://www.business-standard.com/company/kajaria-ceramics-1129.html
Kakatiya Cement,500234,KAKATCEM,https://www.business-standard.com/company/kakatiya-cement-1861.html
Kakatiya Textile,521054,,https://www.business-standard.com/company/kakatiya-textile-2887.html
Kallam Textiles,530201,,https://www.business-standard.com/company/kallam-textiles-4892.html
Kalpa Commer.,539014,,https://www.business-standard.com/company/kalpa-commer-65789.html
Kalpataru Power,522287,KALPATPOWR,https://www.business-standard.com/company/kalpataru-power-4518.html
Kalptaru Papers,590036,,https://www.business-standard.com/company/kalptaru-papers-6637.html
Kalyani Commerc.,538403,KALYANI,https://www.business-standard.com/company/kalyani-commerc-24635.html
Kalyani Forge,513509,KALYANIFRG,https://www.business-standard.com/company/kalyani-forge-3464.html
Kalyani Invest.,533302,KICL,https://www.business-standard.com/company/kalyani-invest-36017.html
Kalyani Refiner.,526809,,https://www.business-standard.com/company/kalyani-refiner-4805.html
Kalyani Steels,500235,KSL,https://www.business-standard.com/company/kalyani-steels-322.html
Kalyanpur Cement,502150,,https://www.business-standard.com/company/kalyanpur-cement-2150.html
Kama Hold.,532468,,https://www.business-standard.com/company/kama-hold-22895.html
Kamadgiri Fash.,514322,,https://www.business-standard.com/company/kamadgiri-fash-3277.html
Kamal Overseas,531850,KAMALOVER,https://www.business-standard.com/company/kamal-overseas-7526.html
Kamala Tea,530529,,https://www.business-standard.com/company/kamala-tea-5051.html
Kamanwala Housin,511131,,https://www.business-standard.com/company/kamanwala-housin-1579.html
Kamar Chemicals,531001,,https://www.business-standard.com/company/kamar-chemicals-2605.html
Kamat Hotels,526668,KAMATHOTEL,https://www.business-standard.com/company/kamat-hotels-4354.html
Kamdhenu,532741,KAMDHENU,https://www.business-standard.com/company/kamdhenu-16825.html
Kamper Concast,531475,KAMPERCONC,https://www.business-standard.com/company/kamper-concast-13415.html
Kamron Labs.,524604,,https://www.business-standard.com/company/kamron-labs-5655.html
Kanak Krishi,780003,,https://www.business-standard.com/company/kanak-krishi-44416.html
Kanakdhara Steel,513267,KANAKSTEEL,https://www.business-standard.com/company/kanakdhara-steel-1244.html
Kanani Inds.,506184,KANANIIND,https://www.business-standard.com/company/kanani-inds-7045.html
Kanchan Intl.,530165,,https://www.business-standard.com/company/kanchan-intl-4870.html
Kanchi Karpooram,538896,,https://www.business-standard.com/company/kanchi-karpooram-6357.html
Kanco Enterp.,590084,,https://www.business-standard.com/company/kanco-enterp-22906.html
Kanco Tea,541005,,https://www.business-standard.com/company/kanco-tea-41310.html
Kandagiri Spinng,521242,KANDAGIRI,https://www.business-standard.com/company/kandagiri-spinng-4631.html
Kandhari Rubbers,530603,,https://www.business-standard.com/company/kandhari-rubbers-5841.html
Kanel Indust.,500236,KANELOIL,https://www.business-standard.com/company/kanel-indust-3695.html
Kanika Infra.,532367,,https://www.business-standard.com/company/kanika-infra-20970.html
Kanishk Steel,513456,,https://www.business-standard.com/company/kanishk-steel-3095.html
Kanoria Chem.,506525,KANORICHEM,https://www.business-standard.com/company/kanoria-chem-743.html
Kanoria Plaschem,530847,,https://www.business-standard.com/company/kanoria-plaschem-6027.html
Kanpur Plastipa.,507779,,https://www.business-standard.com/company/kanpur-plastipa-919.html
Kansai Nerolac,500165,KANSAINER,https://www.business-standard.com/company/kansai-nerolac-200.html
Kansal Fibres,531205,,https://www.business-standard.com/company/kansal-fibres-5936.html
Kanungo Financi.,540515,,https://www.business-standard.com/company/kanungo-financi-70816.html
Kapashi Commerc.,512399,,https://www.business-standard.com/company/kapashi-commerc-5690.html
Kapil Cotex,512036,,https://www.business-standard.com/company/kapil-cotex-2250.html
Kapil Raj Financ,539679,,https://www.business-standard.com/company/kapil-raj-financ-67660.html
Kappac Pharma,506938,,https://www.business-standard.com/company/kappac-pharma-1599.html
Kaprinas Pharma.,530147,,https://www.business-standard.com/company/kaprinas-pharma-4871.html
Kapston Facilit.,535064,KAPSTON,https://www.business-standard.com/company/kapston-facilit-72327.html
Karan Finance,530277,,https://www.business-standard.com/company/karan-finance-5049.html
Karda Construct.,541161,KARDA,https://www.business-standard.com/company/karda-construct-71635.html
Kareems Silk,503830,,https://www.business-standard.com/company/kareems-silk-6104.html
Kareems Spun,514294,,https://www.business-standard.com/company/kareems-spun-3144.html
Karma Ener.,533451,KARMAENG,https://www.business-standard.com/company/karma-ener-39082.html
Karma Indus.,512585,,https://www.business-standard.com/company/karma-indus-4009.html
Karnataka Bank,532652,KTKBANK,https://www.business-standard.com/company/karnataka-bank-5860.html
Karnavati Alfa,526451,,https://www.business-standard.com/company/karnavati-alfa-3666.html
KARNAVATI FIN.,538928,,https://www.business-standard.com/company/karnavati-fin-58662.html
Karnavati Spin.,531113,,https://www.business-standard.com/company/karnavati-spin-5663.html
Karnimata Cold,537784,,https://www.business-standard.com/company/karnimata-cold-44230.html
Kartik Invest.,501151,,https://www.business-standard.com/company/kartik-invest-3461.html
Karur KCP Pack.,531363,KARURKCP,https://www.business-standard.com/company/karur-kcp-pack-12598.html
Karur Vysya Bank,590003,KARURVYSYA,https://www.business-standard.com/company/karur-vysya-bank-2722.html
Karuturi Global,531687,KGL,https://www.business-standard.com/company/karuturi-global-6733.html
Kashipur Sugar,502512,,https://www.business-standard.com/company/kashipur-sugar-7470.html
Kashiram Jain&Co,539533,,https://www.business-standard.com/company/kashiram-jain-co-67411.html
Kashyap TeleMed.,531960,,https://www.business-standard.com/company/kashyap-telemed-7441.html
Katare Spinning,502933,,https://www.business-standard.com/company/katare-spinning-1759.html
Kaushalya Infra.,532925,KAUSHALYA,https://www.business-standard.com/company/kaushalya-infra-27696.html
Kaveri Seed Co.,532899,KSCL,https://www.business-standard.com/company/kaveri-seed-co-28003.html
Kavini Ispat,513494,,https://www.business-standard.com/company/kavini-ispat-3584.html
Kavit Industries,524444,,https://www.business-standard.com/company/kavit-industries-3443.html
Kavita Fabrics,535136,,https://www.business-standard.com/company/kavita-fabrics-43224.html
Kavveri Telecom,590041,KAVVERITEL,https://www.business-standard.com/company/kavveri-telecom-18203.html
Kay Power &Paper,530255,,https://www.business-standard.com/company/kay-power-paper-4935.html
Kaya Ltd,539276,KAYA,https://www.business-standard.com/company/kaya-ltd-26579.html
Kaycee Inds.,504084,,https://www.business-standard.com/company/kaycee-inds-327.html
Kaytee Cotsynth,512401,,https://www.business-standard.com/company/kaytee-cotsynth-1595.html
KBS India,530357,,https://www.business-standard.com/company/kbs-india-7043.html
KCCL Plastic,526067,,https://www.business-standard.com/company/kccl-plastic-3060.html
KCL Infra,531784,,https://www.business-standard.com/company/kcl-infra-14857.html
KCP Sugar &Inds.,533192,KCPSUGIND,https://www.business-standard.com/company/kcp-sugar-inds-7820.html
KD Leisures,540385,,https://www.business-standard.com/company/kd-leisures-28410.html
KDDL Ltd,532054,KDDL,https://www.business-standard.com/company/kddl-ltd-2631.html
KDJ Holiday,530701,,https://www.business-standard.com/company/kdj-holiday-5194.html
KDL Biotech,532291,KOPDRUGS,https://www.business-standard.com/company/kdl-biotech-8020.html
Kedia Agglo Marb,515071,,https://www.business-standard.com/company/kedia-agglo-marb-1845.html
Kedia Chemical,524701,,https://www.business-standard.com/company/kedia-chemical-4281.html
Kedia Construct,508993,,https://www.business-standard.com/company/kedia-construct-2080.html
Kedia Infotech,531976,,https://www.business-standard.com/company/kedia-infotech-7218.html
Keerthi Indus,518011,,https://www.business-standard.com/company/keerthi-indus-1860.html
Keerti Knowledge,538445,KEERTI,https://www.business-standard.com/company/keerti-knowledge-70833.html
KEI Inds.,517569,KEI,https://www.business-standard.com/company/kei-inds-4679.html
Kellton Tech,519602,KELLTONTEC,https://www.business-standard.com/company/kellton-tech-4974.html
Keltech Energies,506528,,https://www.business-standard.com/company/keltech-energies-326.html
Kelvin Fincap,512113,,https://www.business-standard.com/company/kelvin-fincap-22548.html
Kemistar Corp.,531163,,https://www.business-standard.com/company/kemistar-corp-5081.html
Kemp & Co.,506530,,https://www.business-standard.com/company/kemp-co-921.html
Kemrock Inds.,526015,KEMROCK,https://www.business-standard.com/company/kemrock-inds-3010.html
KEN Fin.Serv.,530547,,https://www.business-standard.com/company/ken-fin-serv-5084.html
Kengold (India),519546,,https://www.business-standard.com/company/kengold-india-4445.html
Kennametal India,505890,KENNAMET,https://www.business-standard.com/company/kennametal-india-610.html
Kenvi Jewels,540953,,https://www.business-standard.com/company/kenvi-jewels-71814.html
Kera Sinter,515004,,https://www.business-standard.com/company/kera-sinter-1133.html
Kerala Ayurveda,530163,,https://www.business-standard.com/company/kerala-ayurveda-4855.html
Kerala Rubber,509180,,https://www.business-standard.com/company/kerala-rubber-7522.html
Kernex Microsys.,532686,KERNEX,https://www.business-standard.com/company/kernex-microsys-16305.html
Kesar Enterprise,507180,KESARENT,https://www.business-standard.com/company/kesar-enterprise-922.html
Kesar Petroprod.,524174,,https://www.business-standard.com/company/kesar-petroprod-2029.html
Kesar Terminals,533289,KTIL,https://www.business-standard.com/company/kesar-terminals-32948.html
Kesoram Inds.,502937,KESORAMIND,https://www.business-standard.com/company/kesoram-inds-329.html
Kewal Kir.Cloth.,532732,KKCL,https://www.business-standard.com/company/kewal-kir-cloth-27266.html
Key Corp,507948,,https://www.business-standard.com/company/key-corp-1295.html
Keynote Finan.,512597,KEYFINSERV,https://www.business-standard.com/company/keynote-finan-4138.html
KF Airlines,532747,KFA,https://www.business-standard.com/company/kf-airlines-27271.html
KG Petrochem,531609,,https://www.business-standard.com/company/kg-petrochem-14503.html
KGN Agro Intl.,531947,,https://www.business-standard.com/company/kgn-agro-intl-6326.html
KGN Enterprises,533790,,https://www.business-standard.com/company/kgn-enterprises-28563.html
KGN Industries,531612,,https://www.business-standard.com/company/kgn-industries-6980.html
Khadim India,540775,KHADIM,https://www.business-standard.com/company/khadim-india-28291.html
Khaitan (India),590068,KHAITANLTD,https://www.business-standard.com/company/khaitan-india-2412.html
Khaitan Chemical,507794,,https://www.business-standard.com/company/khaitan-chemical-1510.html
Khaitan Elect.,504269,KHAITANELE,https://www.business-standard.com/company/khaitan-elect-330.html
Khandelwal Extra,519064,,https://www.business-standard.com/company/khandelwal-extra-6519.html
Khandelwal Herm.,504087,,https://www.business-standard.com/company/khandelwal-herm-331.html
Khandwala Sec.,531892,KHANDSE,https://www.business-standard.com/company/khandwala-sec-7255.html
Khator Fibre,521127,,https://www.business-standard.com/company/khator-fibre-3628.html
Khemani Distrib.,539788,,https://www.business-standard.com/company/khemani-distrib-67803.html
Khemsons Global,531116,,https://www.business-standard.com/company/khemsons-global-5784.html
KHFM Hospitality,535159,KHFM,https://www.business-standard.com/company/khfm-hospitality-45849.html
Khoday India,507435,,https://www.business-standard.com/company/khoday-india-818.html
Khoobsurat Ltd,535730,,https://www.business-standard.com/company/khoobsurat-ltd-27831.html
Khyati Multimed.,531692,,https://www.business-standard.com/company/khyati-multimed-5230.html
KIC Metaliks,513693,,https://www.business-standard.com/company/kic-metaliks-4330.html
Kids Medical,540812,,https://www.business-standard.com/company/kids-medical-71739.html
Kiduja India,507946,,https://www.business-standard.com/company/kiduja-india-6522.html
KIEV Finance,511547,,https://www.business-standard.com/company/kiev-finance-4081.html
KIFS Financial,535566,,https://www.business-standard.com/company/kifs-financial-24491.html
Kilburn Chemical,524699,,https://www.business-standard.com/company/kilburn-chemical-4303.html
Kilburn Engg.,522101,KILBUNENGG,https://www.business-standard.com/company/kilburn-engg-1844.html
Kilburn Off. Aut,523218,,https://www.business-standard.com/company/kilburn-off-aut-1136.html
Kilitch Drugs,524500,KILITCH,https://www.business-standard.com/company/kilitch-drugs-3630.html
Kilpest India,532067,,https://www.business-standard.com/company/kilpest-india-15363.html
Kimia Bioscien.,530313,,https://www.business-standard.com/company/kimia-bioscien-4940.html
Kinetic Engg.,500240,KINETICENG,https://www.business-standard.com/company/kinetic-engg-334.html
Kinetic Trust,531274,,https://www.business-standard.com/company/kinetic-trust-6288.html
Kingfa Science,524019,KINGFA,https://www.business-standard.com/company/kingfa-science-2547.html
Kings Ind. Chem.,524214,,https://www.business-standard.com/company/kings-ind-chem-2665.html
Kings Infra,530215,,https://www.business-standard.com/company/kings-infra-4919.html
Kintech Renew.,512329,,https://www.business-standard.com/company/kintech-renew-6811.html
KIOCL,540680,KIOCL,https://www.business-standard.com/company/kiocl-12546.html
Kiran Print Pack,531413,,https://www.business-standard.com/company/kiran-print-pack-6574.html
Kiran Syntex,530443,,https://www.business-standard.com/company/kiran-syntex-5047.html
Kiran Vyapar,537750,,https://www.business-standard.com/company/kiran-vyapar-43363.html
Kiri Indus.,532967,KIRIINDUS,https://www.business-standard.com/company/kiri-indus-28049.html
Kirl. Brothers,500241,KIRLOSBROS,https://www.business-standard.com/company/kirl-brothers-336.html
Kirl. Electric,533193,KECL,https://www.business-standard.com/company/kirl-electric-1781.html
Kirl. Ferrous,500245,KIRLOSFERR,https://www.business-standard.com/company/kirl-ferrous-3511.html
Kirl. Multimedia,532352,,https://www.business-standard.com/company/kirl-multimedia-12941.html
Kirl.Pneumatic,505283,KGKHOSLA,https://www.business-standard.com/company/kirl-pneumatic-318.html
Kirloskar Indus.,500243,KIRLOSIND,https://www.business-standard.com/company/kirloskar-indus-1071.html
Kirloskar Oil,533293,KIRLOSENG,https://www.business-standard.com/company/kirloskar-oil-33444.html
Kisan Mouldings,530145,,https://www.business-standard.com/company/kisan-mouldings-4856.html
Kitex Garments,521248,KITEX,https://www.business-standard.com/company/kitex-garments-4621.html
Kitply Inds.,502595,KITPLYIND,https://www.business-standard.com/company/kitply-inds-536.html
KJMC Corporate,532304,,https://www.business-standard.com/company/kjmc-corporate-21318.html
KJMC Financial,530235,KJMCFIN,https://www.business-standard.com/company/kjmc-financial-4911.html
KKalpana Inds.,526409,,https://www.business-standard.com/company/kkalpana-inds-3663.html
Kkalpana Plastic,523652,,https://www.business-standard.com/company/kkalpana-plastic-2640.html
KKRRAFTON Develo,521238,,https://www.business-standard.com/company/kkrrafton-develo-4650.html
KKV Agro Powers,538368,KKVAPOW,https://www.business-standard.com/company/kkv-agro-powers-68384.html
KLG Capital,530771,,https://www.business-standard.com/company/klg-capital-5228.html
KLG Systel,531269,KLGSYSTEL,https://www.business-standard.com/company/klg-systel-12605.html
KLK Electrical,517170,,https://www.business-standard.com/company/klk-electrical-6602.html
KM Capital,530327,,https://www.business-standard.com/company/km-capital-4976.html
KM Sugar Mills,532673,KMSUGAR,https://www.business-standard.com/company/km-sugar-mills-26760.html
KMC Speciality,524520,,https://www.business-standard.com/company/kmc-speciality-4090.html
KMF Builders,531578,,https://www.business-standard.com/company/kmf-builders-6845.html
KMG Milk,519415,,https://www.business-standard.com/company/kmg-milk-3859.html
KMS Medisurgi,540468,,https://www.business-standard.com/company/kms-medisurgi-69481.html
KND Engg.Techno.,522189,KNDENGTECH,https://www.business-standard.com/company/knd-engg-techno-3335.html
Knitworth Export,531587,,https://www.business-standard.com/company/knitworth-export-14350.html
KNR Construct.,532942,KNRCON,https://www.business-standard.com/company/knr-construct-28334.html
Koa Tools India,517471,,https://www.business-standard.com/company/koa-tools-india-4187.html
Koffee Break,531602,,https://www.business-standard.com/company/koffee-break-7013.html
Kohinoor Broad.,531366,,https://www.business-standard.com/company/kohinoor-broad-6434.html
Kohinoor Foods,512559,KOHINOOR,https://www.business-standard.com/company/kohinoor-foods-3537.html
Kohinoor Techno,519485,,https://www.business-standard.com/company/kohinoor-techno-4229.html
Kokuyo Camlin,523207,KOKUYOCMLN,https://www.business-standard.com/company/kokuyo-camlin-1097.html
Kolar Biotech,532148,,https://www.business-standard.com/company/kolar-biotech-7904.html
Kolte Patil Dev.,532924,KOLTEPATIL,https://www.business-standard.com/company/kolte-patil-dev-26184.html
Koluthara Export,526261,,https://www.business-standard.com/company/koluthara-export-3355.html
Kome-on Commun.,539910,,https://www.business-standard.com/company/kome-on-commun-7515.html
Konark Synth,514128,,https://www.business-standard.com/company/konark-synth-1492.html
Kongarar Integ.,514436,,https://www.business-standard.com/company/kongarar-integ-4193.html
Konkan Tyres,526379,,https://www.business-standard.com/company/konkan-tyres-3515.html
Kopran,524280,KOPRAN,https://www.business-standard.com/company/kopran-2717.html
Kore Foods,500458,PHILCORP,https://www.business-standard.com/company/kore-foods-436.html
Kotak Bank ETF,532224,KOTAKBKETF,https://www.business-standard.com/company/kotak-bank-etf-64930.html
Kotak Gold ETF,590097,KOTAKGOLD,https://www.business-standard.com/company/kotak-gold-etf-28237.html
Kotak Mah. Bank,500247,KOTAKBANK,https://www.business-standard.com/company/kotak-mah-bank-2330.html
Kotak Nifty ETF,537708,KOTAKNIFTY,https://www.business-standard.com/company/kotak-nifty-etf-38363.html
Kotak NV 20 ETF,532598,KOTAKNV20,https://www.business-standard.com/company/kotak-nv-20-etf-67225.html
Kotak PSU Bank,590107,KOTAKPSUBK,https://www.business-standard.com/company/kotak-psu-bank-30122.html
Kotak Sensex ETF,532985,,https://www.business-standard.com/company/kotak-sensex-etf-30117.html
Kothari Ferment.,507474,,https://www.business-standard.com/company/kothari-ferment-2743.html
Kothari Global,519176,,https://www.business-standard.com/company/kothari-global-2345.html
Kothari Indl,509732,KOTHARINDL,https://www.business-standard.com/company/kothari-indl-340.html
Kothari Petroche,532096,KOTHARIPET,https://www.business-standard.com/company/kothari-petroche-12637.html
Kothari Products,530299,KOTHARIPRO,https://www.business-standard.com/company/kothari-products-4936.html
Kothari Sugars,507190,KOTARISUG,https://www.business-standard.com/company/kothari-sugars-341.html
Kothari Wrld Fin,511138,,https://www.business-standard.com/company/kothari-wrld-fin-1698.html
Kotia Enterprise,539599,,https://www.business-standard.com/company/kotia-enterprise-7022.html
Kovai Medical,523323,KOVAI,https://www.business-standard.com/company/kovai-medical-2551.html
Kovalam Investm.,505585,,https://www.business-standard.com/company/kovalam-investm-6963.html
Kovil. Lak. Rol.,507598,KLRF,https://www.business-standard.com/company/kovil-lak-rol-1734.html
KPIT Technologi.,542651,KPITTECH,https://www.business-standard.com/company/kpit-technologi-72062.html
Kranti Indust.,542459,,https://www.business-standard.com/company/kranti-indust-67753.html
Kratos Energy,501261,,https://www.business-standard.com/company/kratos-energy-1997.html
KRBL,530813,KRBL,https://www.business-standard.com/company/krbl-5991.html
Krebs Biochem,524518,KREBSBIO,https://www.business-standard.com/company/krebs-biochem-3697.html
Kreon Finnancial,530139,,https://www.business-standard.com/company/kreon-finnancial-4866.html
Kretto Syscon,531328,,https://www.business-standard.com/company/kretto-syscon-6302.html
Kridhan Infra,533482,KRIDHANINF,https://www.business-standard.com/company/kridhan-infra-40506.html
Kriptol Inds,526753,,https://www.business-standard.com/company/kriptol-inds-4587.html
Krishana Fabrics,539446,,https://www.business-standard.com/company/krishana-fabrics-41485.html
Krishana Phosch.,538405,KRISHANA,https://www.business-standard.com/company/krishana-phosch-35492.html
Krishna Capital,539384,,https://www.business-standard.com/company/krishna-capital-7631.html
Krishna Engg.,522173,KRISHNAENG,https://www.business-standard.com/company/krishna-engg-4196.html
Krishna Ferro,513627,,https://www.business-standard.com/company/krishna-ferro-7049.html
Krishna Synth,514404,,https://www.business-standard.com/company/krishna-synth-3911.html
Krishna Vent.,504392,,https://www.business-standard.com/company/krishna-vent-6622.html
Krisons Electron,517383,,https://www.business-standard.com/company/krisons-electron-4396.html
Kriti Inds.,526423,KRITIIND,https://www.business-standard.com/company/kriti-inds-3606.html
Kriti Nutrients,533210,,https://www.business-standard.com/company/kriti-nutrients-28258.html
Kritika Wires,535116,KRITIKA,https://www.business-standard.com/company/kritika-wires-39102.html
Krypton Inds.,523550,,https://www.business-standard.com/company/krypton-inds-2428.html
KSB,500249,KSB,https://www.business-standard.com/company/ksb-342.html
KSE,519421,KSE,https://www.business-standard.com/company/kse-3849.html
Kshitij Invest.,503626,,https://www.business-standard.com/company/kshitij-invest-24200.html
Kshitij Polyline,535114,KSHITIJPOL,https://www.business-standard.com/company/kshitij-polyline-73261.html
KSK Energy Ven.,532997,KSK,https://www.business-standard.com/company/ksk-energy-ven-29187.html
KSL and Indus,530149,,https://www.business-standard.com/company/ksl-and-indus-4857.html
KSS,532081,KSERASERA,https://www.business-standard.com/company/kss-7629.html
Kuantum Papers,532937,,https://www.business-standard.com/company/kuantum-papers-27640.html
Kuber Auto Gen.,511762,,https://www.business-standard.com/company/kuber-auto-gen-4715.html
Kuber Floritech,531021,,https://www.business-standard.com/company/kuber-floritech-5329.html
Kuber Udyog,539408,,https://www.business-standard.com/company/kuber-udyog-66968.html
Kulkarni Power,505299,,https://www.business-standard.com/company/kulkarni-power-1626.html
Kumaka Inds.,526923,ASHOKORG,https://www.business-standard.com/company/kumaka-inds-4771.html
Kumar Wire Cloth,513703,,https://www.business-standard.com/company/kumar-wire-cloth-4438.html
Kumar's Cotex,530325,,https://www.business-standard.com/company/kumar-s-cotex-4937.html
Kumbhat Fin.,526869,,https://www.business-standard.com/company/kumbhat-fin-5013.html
Kunal Overseas,530279,,https://www.business-standard.com/company/kunal-overseas-4938.html
Kunststoff Inds.,523594,,https://www.business-standard.com/company/kunststoff-inds-2517.html
Kusam Electr.,511048,,https://www.business-standard.com/company/kusam-electr-19904.html
Kush Industries,514240,SUZLONFIBR,https://www.business-standard.com/company/kush-industries-2842.html
Kushal,536170,,https://www.business-standard.com/company/kushal-43638.html
Kushal Diamonds,523337,,https://www.business-standard.com/company/kushal-diamonds-1880.html
Kusum Agrotech,519409,,https://www.business-standard.com/company/kusum-agrotech-3941.html
Kusum Iron,513625,,https://www.business-standard.com/company/kusum-iron-4029.html
Kuwer Inds.,530421,,https://www.business-standard.com/company/kuwer-inds-5050.html
Kwality,531882,KWALITY,https://www.business-standard.com/company/kwality-5324.html
Kwality Credit,531206,,https://www.business-standard.com/company/kwality-credit-12623.html
Kwality Pharma,539997,,https://www.business-standard.com/company/kwality-pharma-68403.html
Kyra Landscapes,530967,,https://www.business-standard.com/company/kyra-landscapes-5221.html
Mavi Industries,500248,KRISNAFILA,https://www.business-standard.com/company/mavi-industries-3715.html
Nitta Gelatin,506532,KERALACHEM,https://www.business-standard.com/company/nitta-gelatin-1526.html
Sharp India,523449,KALYANISHP,https://www.business-standard.com/company/sharp-india-2220.html
Sun Polytron Ind,514189,KESWANISYN,https://www.business-standard.com/company/sun-polytron-ind-2544.html
Dr Lal Pathlabs,539524,LALPATHLAB,https://www.business-standard.com/company/dr-lal-pathlabs-41261.html
L & T Infotech,540005,LTI,https://www.business-standard.com/company/l-t-infotech-18105.html
L D Textile Inds,502954,LDTEXT,https://www.business-standard.com/company/l-d-textile-inds-1301.html
L G Balakrishnan,500250,LGBBROSLTD,https://www.business-standard.com/company/l-g-balakrishnan-1927.html
L T Foods,532783,DAAWAT,https://www.business-standard.com/company/l-t-foods-27387.html
L&T Fin.Holdings,533519,L&TFH,https://www.business-standard.com/company/l-t-fin-holdings-41147.html
L&T Technology,540115,LTTS,https://www.business-standard.com/company/l-t-technology-44814.html
L.P. Naval Engg.,537669,,https://www.business-standard.com/company/l-p-naval-engg-44209.html
La Opala RG,526947,LAOPALA,https://www.business-standard.com/company/la-opala-rg-4939.html
La Tim Metal & I,505693,,https://www.business-standard.com/company/la-tim-metal-i-1137.html
Labh Constrn.,530339,LABHCONST,https://www.business-standard.com/company/labh-constrn-4977.html
Lactose (India),524202,,https://www.business-standard.com/company/lactose-india-2283.html
Ladderup Finance,530577,,https://www.business-standard.com/company/ladderup-finance-5179.html
Laffans Petroch,524522,,https://www.business-standard.com/company/laffans-petroch-3742.html
Lagnam Spintex,535108,LAGNAM,https://www.business-standard.com/company/lagnam-spintex-73199.html
Lahoti Overseas,531842,,https://www.business-standard.com/company/lahoti-overseas-14771.html
Lak. Auto. Looms,505302,,https://www.business-standard.com/company/lak-auto-looms-1670.html
Lak. Cem. & Cer.,518073,,https://www.business-standard.com/company/lak-cem-cer-2863.html
Lak. Electrical,504258,LAKSELECON,https://www.business-standard.com/company/lak-electrical-676.html
Lak. Fin. & Indl,532562,LFIC,https://www.business-standard.com/company/lak-fin-indl-6285.html
Lak. Mach. Works,500252,LAXMIMACH,https://www.business-standard.com/company/lak-mach-works-346.html
Lak. Prec. Screw,506079,LAKPRE,https://www.business-standard.com/company/lak-prec-screw-347.html
Lak. Trade Cred.,512537,,https://www.business-standard.com/company/lak-trade-cred-3340.html
Lak. Vilas Bank,534690,LAKSHVILAS,https://www.business-standard.com/company/lak-vilas-bank-2720.html
Lakhani India,531085,,https://www.business-standard.com/company/lakhani-india-5364.html
Lakhotia Poly.,535387,,https://www.business-standard.com/company/lakhotia-poly-43418.html
Lakshana Cotton,521157,,https://www.business-standard.com/company/lakshana-cotton-3843.html
Lakshmi Energy,519570,LAKSHMIEFL,https://www.business-standard.com/company/lakshmi-energy-5200.html
